name,pan,aadhaar,sovereign_hash,account_number,bank,city,state,sector,risk_score,flags,crime_type,is_criminal,kyc_status
Prasad Sen,RXXRI5612J,204099477227,e33016b7225dd90883a118b57d5b55efe0f8536f02a63007436fb1802e3b829a,PNB14954631046,PNB,Delhi,Delhi,Retailer,0,NONE,,False,VERIFIED
Pooja Chettiar,VUTPG2589A,285572450017,c064f6fca69684f57414373fc410eed9369fe1dd289ae1b65ef4d10dd17ea82d,PNB26508862468,PNB,Thiruvananthapuram,Kerala,Small Business,0,NONE,,False,VERIFIED
Nikhil Das,ICURM4029L,520414989865,34750c0d2f602b78d05a775f64832a2a16cde99759ce62b714fa0e565f8458ed,PNB72018212865,PNB,Kanpur,Uttar Pradesh,Salaried,0,NONE,,False,VERIFIED
Naveen Bose,DPCKI6327I,818381155849,1a02f2ad0142118e2170cf4a3bc268d276d0b20aa5d2c3c33d4934b6aec72871,PNB27988869591,PNB,Guwahati,Assam,Financial Advisory,85,SHARED_IP,MULE_FARM,True,VERIFIED
Pavan Kamath,VKVEX1417U,384737453791,b3cc8d017db9eebb9784401417a7dae179f9f4d14e961dc6132fe3e7b579b34a,PNB91581846074,PNB,Indore,Madhya Pradesh,Financial Advisory,96,SHARED_IP,MULE_FARM,True,VERIFIED
Dinesh Bose,RUZPV6873Q,299966152730,81416c1b809992626302cc91a546b8727659be0b9a17d0077087260786fcb853,PNB86486254504,PNB,Lucknow,Uttar Pradesh,Import/Export,90,SHARED_IP,MULE_FARM,True,VERIFIED
Aditya Kulkarni,JFCBJ5764O,674356664610,2288c695ab78785e5011281ac1843e82c2eefb6818d183c2ecb60a2adade8445,PNB31455390654,PNB,Vadodara,Gujarat,Logistics,99,DECEASED,GHOST_ID,True,COMPROMISED
Rahul Iyer,NSPZS8178F,519237440678,06c038af726e3761d40cf488212a9b941f72ef9456186340cebb1396af7a04f0,PNB31009961274,PNB,Noida,Uttar Pradesh,Consulting,94,ZERO_RETENTION,PIPE_CHAIN,True,VERIFIED
Vimala Bhat,BHOKR8751W,502254470187,aa3f19547d44f01889692ab11432d23ee48d807c6ac904eb98d6d7d471860ca5,PNB42894769081,PNB,Guwahati,Assam,Consulting,92,ZERO_RETENTION,PIPE_CHAIN,True,VERIFIED
Manjula Bose,LVEWU3913Q,862539194528,d976a159b0a1b513b56c1530106a6d9c3fb1154b1b00bd4c0fd39baba34c2cd4,PNB84527293884,PNB,Thiruvananthapuram,Kerala,Consulting,94,ZERO_RETENTION,PIPE_CHAIN,True,VERIFIED
Vidya Rao,EFSIA6415O,143614558368,4c7fb5512c11e4e49737753de3e887d043efe1a8221522d793c744d7e2bce31e,PNB94290307985,PNB,Hyderabad,Telangana,Technology Services,97,ZERO_RETENTION,PIPE_CHAIN,True,VERIFIED
Ashok Jadhav,WXYNU2181X,270450259134,6fdaf944df14ef7118ec0a298d34eeeb664354473a0d421f9a85de9e08c5a6b1,PNB18965834008,PNB,Mumbai,Maharashtra,Real Estate,89,CIRCULAR_FLOW,CIRCULAR_FLOW,True,VERIFIED
Kiran Shah,FHTIG2877F,979055156549,22ba162458cd9d0312269cd52d65193ab066c3b5fb7b6f044f05852ee00bd684,PNB87284986059,PNB,Visakhapatnam,Andhra Pradesh,Trading,86,CIRCULAR_FLOW,CIRCULAR_FLOW,True,VERIFIED
Ananya Mukherjee,JEOQQ2483M,651318604571,99f930052534b79ef0ed391ff01391ce0926716355c208bf6cdc4b92a33f9cc8,PNB95821406006,PNB,Mumbai,Maharashtra,Trading,93,CIRCULAR_FLOW,CIRCULAR_FLOW,True,VERIFIED
Swathi Naik,GSFUN1367H,237624256990,83c9da4edb00c188d6b6080cba617f0684a11536c2d886b7628dae17b901ddfd,PNB16496751445,PNB,Visakhapatnam,Andhra Pradesh,Import/Export,87,CIRCULAR_FLOW,CIRCULAR_FLOW,True,VERIFIED
Mohan Ghosh,GWZKN6935D,568816204203,05bb4db4694480125581921ca66cec42d9351538a4ebc58833cf4d8138b8e326,PNB68137127817,PNB,Thiruvananthapuram,Kerala,Real Estate,83,FEEDS_HUB,MULE_FEEDER,True,VERIFIED
Rajesh Shah,CIYML7474M,321560527246,71e6c48e586923faeca3966081ee0f4fb748a2fef7aafb915f3477bbf2f828d4,PNB22537771576,PNB,Kochi,Kerala,Financial Advisory,86,FEEDS_HUB,MULE_FEEDER,True,VERIFIED
Sudha Chatterjee,KPSIP3996Y,662279967869,de592e89b303bb1cb2ff1d2d399717fe6224cecfe0611d5b011e5ee0db741be7,PNB14845779480,PNB,Jaipur,Rajasthan,Trading,88,STRUCTURING,SMURFING,True,VERIFIED
Sunil Naik,UDOXK5256L,715727828319,e5eb2fdd4cd183df9ee2b5656b0f13ddcef7eb98a20939a0e8bf34a18186e9c6,PNB65919766952,PNB,Patna,Bihar,Real Estate,90,STRUCTURING,SMURFING,True,VERIFIED
