name,pan,aadhaar,sovereign_hash,account_number,bank,city,state,sector,risk_score,flags,crime_type,is_criminal,kyc_status
Sachin Naidu,RWIED4920H,834657443459,96157a1b3415178b89c92b47b8793690f5ab48189b99fedddd28e6d31ec90652,ICICI66264921801,ICICI,Kochi,Kerala,Student,0,NONE,,False,VERIFIED
Arun Bose,YEARF7666U,623463740477,edfd2e3fb0a7d2e09702e2928ce2d0015da52da6bb3a8fa3fc1498e767b10f07,ICICI97125195486,ICICI,Coimbatore,Tamil Nadu,Farmer,0,NONE,,False,VERIFIED
Sowmya Mishra,RXXBF7846F,537383162273,704278b80bb88028fe339276ad806b8f85282214ee800b956d2dd5a3a6e6c571,ICICI48694507843,ICICI,Coimbatore,Tamil Nadu,Farmer,0,NONE,,False,VERIFIED
Ramesh Chettiar,OURQP3198Q,398362877342,bc044a857c8b0e69a7d4fb1a8ee3982e55ed892b45e7d97ec7569def9ee54477,ICICI73269675334,ICICI,Pune,Maharashtra,IT Professional,0,NONE,,False,VERIFIED
Rekha Sharma,XKZJS4164F,664477687248,36c1915b8212962acd2b581bf13b5320f3b6e95283a0ae3204feecdf74469015,ICICI31396174986,ICICI,Surat,Gujarat,Small Business,0,NONE,,False,VERIFIED
Padma Sharma,IMHOY5374K,741246974592,af917da682af84f32de13c77516fb8d95953a54a2025f5bdea93bd143abd6781,ICICI43040189511,ICICI,Bhubaneswar,Odisha,Farmer,0,NONE,,False,VERIFIED
Divya Menon,FMVQW6095W,800583966022,e958489117d3e9186d239a2b5dd1732db5c926610e92df84f98c50b84f405b08,ICICI31291701396,ICICI,Lucknow,Uttar Pradesh,Student,0,NONE,,False,VERIFIED
Keerthi Bhat,NWRPY9806Z,938456693474,9c2d5b1ddd8a9844d2af03627448685fa4976f9bd74dd8163e2d089e3d97f5a9,ICICI72386576041,ICICI,Ahmedabad,Gujarat,Manufacturer,0,NONE,,False,VERIFIED
Anita Pawar,DBRQG9792E,457188967265,133904679940e4f150504d122c4318f00b37be13f730ff32a963b23c5b53c94d,ICICI72321587590,ICICI,Kochi,Kerala,Student,0,NONE,,False,VERIFIED
Shruti Shetty,OSBRO6049X,533885200293,2874d6a615e83f768969d3a02364c294efc4ea106a9f1297ba05813b3b6f1adc,ICICI66029093069,ICICI,Jaipur,Rajasthan,Student,0,NONE,,False,VERIFIED
Smitha Singh,CPBJN3948Y,942395252562,a521fb7c58f86eb1f174fd2736060ee23d6f13edfa69b20e49a265498be80be9,ICICI71772279600,ICICI,Thiruvananthapuram,Kerala,Doctor,0,NONE,,False,VERIFIED
Smitha Gupta,ULDFR7439Q,899410868608,dcc33600e63a5cdac3da7330a0a6157ef1af3984999de37c60736948b679bd6b,ICICI86102929131,ICICI,Ahmedabad,Gujarat,Salaried,0,NONE,,False,VERIFIED
Saritha Pandey,OLEIG2848B,829326155336,86e2999afd2210c119fc851913fdb67fb50435231d9c3f401a85570996d779ff,ICICI19475048426,ICICI,Indore,Madhya Pradesh,Salaried,0,NONE,,False,VERIFIED
Bhavana Deshpande,VWBHX1724M,355288401397,981023da205733a552d8c4e49408c5f986bded54601a5ebc8158b54f61d59716,ICICI41307148147,ICICI,Patna,Bihar,Salaried,0,NONE,,False,VERIFIED
Pavan Tiwari,VKHJE9540H,428193742057,ebe773d043d16de900265d62c9859df77fb07f3a3006990e4e2e9990768bd8ed,ICICI84849256567,ICICI,Jaipur,Rajasthan,Manufacturer,0,NONE,,False,VERIFIED
Ashok Naidu,UNQAY1145P,245648849791,e27f6a1b5d70046d66c2980841af14f84c5625e3e55fa27ad733c4689c3473fa,ICICI45320823330,ICICI,Thiruvananthapuram,Kerala,Trading,96,SHARED_IP,MULE_FARM,True,VERIFIED
Savitha Gowda,MLOIG8646J,674139185700,af83af7ae4f6ba5390c3ffdc4f472061c308339f6710759777f9bdc23326875a,ICICI84621748638,ICICI,Vadodara,Gujarat,Consulting,89,SHARED_IP,MULE_FARM,True,VERIFIED
Harish Banerjee,BAOIG3762S,275082124507,0d1be6a9e63b8763427da4638be0cef8998fef48f096f5de558aa39c36248196,ICICI92160172986,ICICI,Coimbatore,Tamil Nadu,Trading,99,DECEASED,GHOST_ID,True,COMPROMISED
Arun Das,QITTW3247N,658796351695,90282fd1c4007b3882410da2261da97d70d00cad2c87f0956677ee344e6c176d,ICICI26255420729,ICICI,Bhubaneswar,Odisha,Real Estate,99,DECEASED,GHOST_ID,True,COMPROMISED
Manjula Bhat,ZVKNX2898D,936879728716,186741cef140c3381becd4e34d20750d631fe1de277dfa173319fde6ec6ba183,ICICI34254533431,ICICI,Delhi,Delhi,Import/Export,95,ZERO_RETENTION,PIPE_CHAIN,True,VERIFIED
Shobha Pandey,KIBQH7203M,361207469736,891939d78bb1316649f1afd0c4d4d26cdb5748595cd5a5afe1b223d642f57ed7,ICICI20514503370,ICICI,Bangalore,Karnataka,Trading,89,ZERO_RETENTION,PIPE_CHAIN,True,VERIFIED
Lokesh Gowda,SPQYF3845X,240940400466,0db7de96a82f12fac6f91e55e6fc6b9e6224297e92a5bc3f3a4933f660c16b66,ICICI56740822835,ICICI,Chennai,Tamil Nadu,Technology Services,97,ZERO_RETENTION,PIPE_CHAIN,True,VERIFIED
Rohit Hegde,MNZVK1881A,378071945128,e599be24b272ad8cc5255bc0f48c63a225c1a0eb871b0525d6447f72a451213b,ICICI43629522998,ICICI,Pune,Maharashtra,Trading,93,ZERO_RETENTION,PIPE_CHAIN,True,VERIFIED
Tarun Chatterjee,HBVKM2857M,693807534890,cc467b700fdc28e487bc34d29a250162cb4e925a24d734ebc7472d22d458bfd4,ICICI60553888179,ICICI,Bhubaneswar,Odisha,Technology Services,92,CIRCULAR_FLOW,CIRCULAR_FLOW,True,VERIFIED
Sachin Mishra,EXMZZ9941J,799908447204,6608350d99065e9b148b07c92874f05a2c3f9a705a102ad789277530b239a4ba,ICICI60027523973,ICICI,Hyderabad,Telangana,Trading,93,CIRCULAR_FLOW,CIRCULAR_FLOW,True,VERIFIED
Ramesh Naik,OOLYJ8978R,289445993641,192cc0914a390d33e9b74e1361d0fd1d4064b3b8ef24fd8ad1d9e8f891f86b27,ICICI38083150628,ICICI,Thiruvananthapuram,Kerala,Trading,95,CIRCULAR_FLOW,CIRCULAR_FLOW,True,VERIFIED
Ajay Hegde,UMLSU2275Q,513397415824,2673168528478969fec2f23a1e59272fbe36cf5daf6cfbdac9e775e6f356b2c6,ICICI60971466815,ICICI,Ahmedabad,Gujarat,Real Estate,94,CIRCULAR_FLOW,CIRCULAR_FLOW,True,VERIFIED
Keerthi Jadhav,AYVUN9553N,864690744696,be4a3ecef2cf026ff7b635abb1e6a2ce5feb6bf11973aa6ddde9efac87e80887,ICICI58882038552,ICICI,Kochi,Kerala,Trading,78,FEEDS_HUB,MULE_FEEDER,True,VERIFIED
Kiran Naik,TNCCI4633L,766063698940,be60c98993c0a2dab4ce98a08452cf9fb4dcb84f96e26fed09749f379399cc7e,ICICI81537727895,ICICI,Delhi,Delhi,Logistics,76,FEEDS_HUB,MULE_FEEDER,True,VERIFIED
Vimala Reddy,RFPKL4580S,298724167313,3119f35df3048844207e2ca055251da01a4e8f119a1625560b523732b85c1a5f,ICICI38935676781,ICICI,Bhubaneswar,Odisha,Import/Export,93,STRUCTURING,SMURFING,True,VERIFIED
Hema Naidu,OFSES4744D,399448622255,bbf7b597c2f55e076a6ad4ba53deb0b3d0a369867de4231f3982f24bbf0ee2ea,ICICI28021954298,ICICI,Ahmedabad,Gujarat,Trading,80,STRUCTURING,SMURFING,True,VERIFIED
