name,pan,aadhaar,sovereign_hash,account_number,bank,city,state,sector,risk_score,flags,crime_type,is_criminal,kyc_status
Malathi Mishra,UGTIV3240U,811364515897,25f64b59d28eabc0487ef535fc9dde3f97858c06fd8a6343228bf4d043f6cd0c,HDFC59733890788,HDFC,Delhi,Delhi,Teacher,0,NONE,,False,VERIFIED
Manjula Krishnamurthy,XNFGE9837L,652035807486,dd735f717df522ec1035ab14d8dfe2ae5804f3fe0a523407cdd2ac2329bcca20,HDFC56687999440,HDFC,Jaipur,Rajasthan,Farmer,0,NONE,,False,VERIFIED
Kiran Chaudhary,HVXVM6992C,537187650084,d6a0ca0dfa2b41bbe5785b6b8e90f25e1ec3278cdc6d7299b2166076c1ce91cd,HDFC88435386015,HDFC,Mumbai,Maharashtra,Small Business,0,NONE,,False,VERIFIED
Meena Bose,HPATR6374T,809620368716,a7fd18d8a96627363757aab14749e29ece019ef82c8153f6bd53803fff236a5c,HDFC68623037048,HDFC,Bangalore,Karnataka,Teacher,0,NONE,,False,VERIFIED
Vikram Menon,PDDHR3222M,505675310918,7895d37a9952937a3103b22dde5fba71ffc86cfee2865631e72a531863185739,HDFC30300588783,HDFC,Chandigarh,Punjab,Retailer,0,NONE,,False,VERIFIED
Nikhil Chatterjee,NIBWL4559O,208931907098,04765127e313ea2b01a52752c2b8d45ead0a3d1d19b4c1fa6d52d5680f319626,HDFC46069735117,HDFC,Chandigarh,Punjab,IT Professional,0,NONE,,False,VERIFIED
Kartik Nair,VGUUT1349B,468451477211,5e077e06fbd31b3df9a2d6c88982e2a68406416dcd2fd5dc5cacf5730c386c3c,HDFC86300769925,HDFC,Ahmedabad,Gujarat,Manufacturer,0,NONE,,False,VERIFIED
Saritha Venkataraman,YEZTA5542E,245975318262,b63856fbe1f7fa37ccb2bff77ad2f60e2e8cbcaad3414ca0fe7351b366a17001,HDFC27290594097,HDFC,Patna,Bihar,Trader,0,NONE,,False,VERIFIED
Ganesh Kulkarni,KAFIB3076X,677333629502,6f353482e4cec0285192c8339b8afed72a5f5f6ad6805712040e6f6fb99f8d10,HDFC60586197987,HDFC,Chennai,Tamil Nadu,Teacher,0,NONE,,False,VERIFIED
Bhavana Patil,HTBXZ9543J,806341914182,b0042ac4ab6c8b31d04bf9afff5b9d7d4837bd8e5e74b4196a4e40c35d072571,HDFC25831668197,HDFC,Mumbai,Maharashtra,Doctor,0,NONE,,False,VERIFIED
Madhan Reddy,CKTEC3067I,798466125177,35061ce01bcbffda80e13268e2481a2f8ab87783e6af788ff144ff073e2ba330,HDFC95876272298,HDFC,Visakhapatnam,Andhra Pradesh,IT Professional,0,NONE,,False,VERIFIED
Aditya Deshpande,NDZWD4522N,551952938516,af880d6121cb7b938480fe88b452dd447010a7d79c5541b1dd7f9cb7305611a8,HDFC26018563769,HDFC,Surat,Gujarat,Doctor,0,NONE,,False,VERIFIED
Sunil Bhat,EVPCC2398C,204934110625,33c525e1d4ad975c1591fba71aec1a6ab3a75ddf10b49b8e7e9acbf938c56cba,HDFC85426439314,HDFC,Bhubaneswar,Odisha,Trader,0,NONE,,False,VERIFIED
Prasad Subramaniam,VYNXB5712T,487889014449,1de9b447b171c481d73aa8db9c85fb226bc63c4bf83353b14117bffb0c9d2a9c,HDFC77245170371,HDFC,Chennai,Tamil Nadu,Student,0,NONE,,False,VERIFIED
Vidya Bhat,DYISH8030R,945999235805,48b4b871c6ef0c587649f38c5789ebc4b63e80c3bfc5f0be8bd147ed4c9e3e07,HDFC47338174438,HDFC,Vadodara,Gujarat,Retailer,0,NONE,,False,VERIFIED
Geetha Venkataraman,LAFES7566C,912358165924,cda5dfc9ebc35fb15e7d5beed53ad9dfea3dd100377f8fba3b5332ceef87377c,HDFC67450317515,HDFC,Thiruvananthapuram,Kerala,Small Business,0,NONE,,False,VERIFIED
Sudha Menon,XKYST2391B,272466902454,70761ba9f66987a45c1606eba478985f6de77b1890120cc5d1bb40ba04010280,HDFC76245639018,HDFC,Noida,Uttar Pradesh,Small Business,0,NONE,,False,VERIFIED
Venkat Agarwal,YQDLN2816J,845942265869,9f925b90559ee4921abdff6a1546716260d10faecfaefb8576e5727c931106b6,HDFC62486727039,HDFC,Visakhapatnam,Andhra Pradesh,Farmer,0,NONE,,False,VERIFIED
Ashok Menon,GYEYI5742K,104810296150,dc4aac9870e937fcb85ac9c1bb91ea7014773da099fba39bbedfa387ee2d47d4,HDFC84647422567,HDFC,Coimbatore,Tamil Nadu,Trader,0,NONE,,False,VERIFIED
Vidya Bajpai,VZLCM1693N,602591667934,258533a6cf3366578418230e60dc1714a38787863f23d1619f9da4e6021cd2f7,HDFC64002340442,HDFC,Bangalore,Karnataka,Manufacturer,0,NONE,,False,VERIFIED
Manjula Pillai,MAKFZ8538W,499087372233,807afa9bea18c8fce9340b8fa7128c78497b3ad96d2e19394d3c9f804bd9ed90,HDFC89180627752,HDFC,Bangalore,Karnataka,Small Business,0,NONE,,False,VERIFIED
Girish Menon,XKHKY3754C,797977210972,4f402823a912d248347198dfff60abfe90fd4a15c10a9d22f7d14703f44f19d8,HDFC40699094081,HDFC,Chennai,Tamil Nadu,Student,0,NONE,,False,VERIFIED
Geeta Joshi,TEYYU2234F,950194325949,715d3fb73a85aea9a6e2fbb641785b636df572915d6460847b5e5d5b66ed30ba,HDFC91097779327,HDFC,Thiruvananthapuram,Kerala,Manufacturer,0,NONE,,False,VERIFIED
Shobha Banerjee,KEOCP8245U,973178964946,68d37304e6bc0b78a9a3092b51fd078d5d86a45e0e25b1bff89a3a3db28402e7,HDFC48973352127,HDFC,Jaipur,Rajasthan,IT Professional,0,NONE,,False,VERIFIED
Deepa Bhat,JCUCT9307M,737642491247,1c4bc30432f1c6a3dd708190e44f3d1736f6946fdeb5badb8098b03bbf35cf4d,HDFC98354592695,HDFC,Patna,Bihar,Salaried,0,NONE,,False,VERIFIED
Arjun Patil,EBODZ6626W,654412972034,1ec2b71d0763818e1c428be9d978e34e9b654cae751fe09f3529567feffa715a,HDFC74385794718,HDFC,Thiruvananthapuram,Kerala,Student,0,NONE,,False,VERIFIED
Rahul Bhat,LJMNY6543V,158402475099,f5567d3280d5d4f502b6f55b60d42b68e979085d6aa31a087842d5c07b050718,HDFC83420343971,HDFC,Thiruvananthapuram,Kerala,Small Business,0,NONE,,False,VERIFIED
Sunil Mukherjee,VTEKC3317L,867321912243,c2f51d9c037874e0310af904d820360646bb3615abab767a45d0505499705804,HDFC84344088111,HDFC,Chandigarh,Punjab,Manufacturer,0,NONE,,False,VERIFIED
Ramesh Srivastava,EVWXV9624C,837214063081,d4257a94141636480b5401076d81715a55fc4418dc0b3277f97829098f6d2253,HDFC32801406172,HDFC,Indore,Madhya Pradesh,Salaried,0,NONE,,False,VERIFIED
Nikhil Verma,HEECJ2657Q,696016368562,d23b52b67684402936c37ae80f1e2f52472083d1c4b4e416bc85cdf3d5e3d09b,HDFC29834294138,HDFC,Bhubaneswar,Odisha,Salaried,0,NONE,,False,VERIFIED
Rahul Joshi,WYTZF8170B,501196582838,d6831345bc0064c93041da77b25a58f09c77ce58a0b3d5b1bb831b46fd364c2e,HDFC73495939049,HDFC,Chandigarh,Punjab,Teacher,0,NONE,,False,VERIFIED
Geetha Shukla,ZPGLV8218O,412542358733,f7f78f37ddd6f165ba9b9f559aebd05d01d8fd96c537cffb2cfb013627fd9c05,HDFC35624926623,HDFC,Noida,Uttar Pradesh,Retailer,0,NONE,,False,VERIFIED
Sunil Singh,UPLRD9452D,191418649552,1e327c13dbc2bb727ceacaa00f41de376bafbbf9e20ebb0585255daa80c649f4,HDFC20468864947,HDFC,Noida,Uttar Pradesh,Teacher,0,NONE,,False,VERIFIED
Krishnan Patel,NBMQL4862M,190170799779,8febb0c52f15c3368ba7a27162b08c9b3e4484a242e192ea7906bca8bded1dc1,HDFC55741232845,HDFC,Kanpur,Uttar Pradesh,IT Professional,0,NONE,,False,VERIFIED
Prakash Bajpai,PWEYW8685O,106937867936,6d55e2e8fb6b3bb63a61e0c10bd96f7708cb6ad0ac713ea882825ec93e16af60,HDFC94727828249,HDFC,Bangalore,Karnataka,Student,0,NONE,,False,VERIFIED
Suresh Nair,MRMRK5525Q,116636410911,5f19769050e4cc02c204ee1fa81c4b6da93dfb3a271e48f27fb9ffe11edd988a,HDFC24687043681,HDFC,Guwahati,Assam,Technology Services,94,SHARED_IP,MULE_FARM,True,VERIFIED
Ananya Kulkarni,YDDSY2654Z,389527568106,f2223d4b342fb13393fa54219e358055e5ff0b97ef9f4c3ba475e822ce741204,HDFC16326687068,HDFC,Nagpur,Maharashtra,Technology Services,87,SHARED_IP,MULE_FARM,True,VERIFIED
Geeta Bajpai,BHBOB6904W,401502880683,743ea69f8eac4e476752edba2fe3f005b4590960c307a50d440b7428826f0ae8,HDFC40196038989,HDFC,Kanpur,Uttar Pradesh,Technology Services,92,SHARED_IP,MULE_FARM,True,VERIFIED
Lakshmi Bose,MQJNB3470E,323305433678,da0851a372908df9eaa906e89f1c338e908e525ffad2b17ba88cecfebedc1fdc,HDFC53564816005,HDFC,Surat,Gujarat,Technology Services,99,DECEASED,GHOST_ID,True,COMPROMISED
Pavan Singh,VDUAB2897N,518520143043,31184cd078778829e1aac07930bd1a6b7a5df7556bf12b215eb6c0ab4815a0c8,HDFC36427479664,HDFC,Chennai,Tamil Nadu,Logistics,99,DECEASED,GHOST_ID,True,COMPROMISED
Usha Nair,YQCXX2659I,356170475909,66783f9d2c53b19f8d0e7916a3fc51ffc1b94678d107ab6573511b9500da58ec,HDFC16289023380,HDFC,Bhopal,Madhya Pradesh,Real Estate,88,ZERO_RETENTION,PIPE_CHAIN,True,VERIFIED
Revathi Das,XHPLV7305E,774257430881,246b96b617168cec0e3d28d706ba631548197515f99f70e6d19a3a746a0f9a96,HDFC78070273416,HDFC,Delhi,Delhi,Import/Export,95,ZERO_RETENTION,PIPE_CHAIN,True,VERIFIED
Radha Swamy,ZGWKD7790B,799764532583,7d665ed0adb73042ae0611a37103cc089d7e37e6e23a2c1d0519552b6cc26650,HDFC29345381288,HDFC,Chandigarh,Punjab,Trading,88,ZERO_RETENTION,PIPE_CHAIN,True,VERIFIED
Deepa Sen,ZJGYR1529L,597417455016,8b1e1c93676ddd779800d4984fe32586f7fe3dc5ce52a2a7da8992e0f9f06ece,HDFC85793800892,HDFC,Chennai,Tamil Nadu,Financial Advisory,92,ZERO_RETENTION,PIPE_CHAIN,True,VERIFIED
Ramesh Venkataraman,LJGYT9691P,718460821225,9729265f0ccf8d5e8cb937b2a2755507e435ac54d58f1f2ba90d867d55357a3d,HDFC60117709090,HDFC,Noida,Uttar Pradesh,Consulting,95,CIRCULAR_FLOW,CIRCULAR_FLOW,True,VERIFIED
Suresh Kumar,WCLQD5748Z,433658308217,a2033acc3ad5b9adef6e4f533a48b745c8b2301088d2f4226b1a1206f6cadede,HDFC63177766399,HDFC,Vadodara,Gujarat,Trading,87,CIRCULAR_FLOW,CIRCULAR_FLOW,True,VERIFIED
Ramesh Chatterjee,VJWSE6971Z,286523159981,35502c16e63ef41b0530add70b39de7793d2ef08edba6cb3dec60ed092e1e166,HDFC68586955429,HDFC,Mumbai,Maharashtra,Trading,95,CIRCULAR_FLOW,CIRCULAR_FLOW,True,VERIFIED
Ashok More,ZLMPO1760B,817176172179,b4040f56801b15f7b4e731368a67a240fe19679e6aade39ef139a6eec5aa8bee,HDFC47923045763,HDFC,Surat,Gujarat,Technology Services,94,CIRCULAR_FLOW,CIRCULAR_FLOW,True,VERIFIED
Kamala Joshi,QMTSU1305X,828976098909,d3b7375c2bf77be45c687d8cd786882295ebfd4a28e3c9a1efbde7bb3be1e37e,HDFC33543586509,HDFC,Lucknow,Uttar Pradesh,Financial Advisory,98,BENEFICIAL_OWNER,BENEFICIAL_OWNER_HUB,True,VERIFIED
Bhavana Dubey,WFDGQ7562Z,981921875148,4d9e9cd65e0ab036f3f02cf2d2c5e3bdbe78cd6c73b7518ace1531e2d6a98443,HDFC31698401562,HDFC,Patna,Bihar,Financial Advisory,77,FEEDS_HUB,MULE_FEEDER,True,VERIFIED
Kamala Reddy,MUZHV4767Z,552327619075,c7ac3b9c155b477a9e58261c4ca8b45d3e73eef5ef07d1c35c01924a14b285c4,HDFC47933911559,HDFC,Kanpur,Uttar Pradesh,Consulting,86,STRUCTURING,SMURFING,True,VERIFIED
Bhaskar Chatterjee,IFRIH5413P,774131739515,f7f7a5ec9b6fce1b4f94ff5332f8f5bb28a83805313f28121f78a893ed6d683a,HDFC66738804960,HDFC,Surat,Gujarat,Logistics,93,STRUCTURING,SMURFING,True,VERIFIED
