name,pan,aadhaar,sovereign_hash,account_number,bank,city,state,sector,risk_score,flags,crime_type,is_criminal,kyc_status
Vishal Verma,LWNJF1645R,856806282952,f60abdc7aec3c90b63d1eebd9cad7829210170a964370429f2e08e9308e169b7,SBI21474576958,SBI,Coimbatore,Tamil Nadu,Consulting,95,ZERO_RETENTION,PIPE_CHAIN,True,VERIFIED
Madhan Kumar,CIUKA9598Y,734554032478,064664b619f7f2abbf1d6fbc2f8435184f1619908b4fb5973a84f3f323dfb7f2,SBI80948992884,SBI,Bhubaneswar,Odisha,Financial Advisory,89,ZERO_RETENTION,PIPE_CHAIN,True,VERIFIED
Lokesh More,LWDBF9067E,889508785337,88ae30c66de304ec4b4e4c45067c63b9e72670ee97fa50c6e8db2836872432a3,SBI38393392155,SBI,Bhubaneswar,Odisha,Consulting,94,ZERO_RETENTION,PIPE_CHAIN,True,VERIFIED
Sachin Chettiar,NZAQD1414M,156458748348,2e665a8aba1356dddb822ca4faf639361f25bb3b63a336211cdb98e64b27c364,SBI34848671558,SBI,Chandigarh,Punjab,Real Estate,90,ZERO_RETENTION,PIPE_CHAIN,True,VERIFIED
Lokesh Subramaniam,CZWKQ4603F,175250431014,e898bae0ae8752f9e7e6f91c4689d7990fce13eb15ea2dd4fe95dd86ae6b465b,SBI20322597699,SBI,Kochi,Kerala,Technology Services,88,CIRCULAR_FLOW,CIRCULAR_FLOW,True,VERIFIED
Vidya Reddy,SHINM8391U,574183493584,647e308ba83be88e843ecdbaaef1454ce18dd13ed9be39cbeaa507620ede848c,SBI12297096148,SBI,Surat,Gujarat,Financial Advisory,86,CIRCULAR_FLOW,CIRCULAR_FLOW,True,VERIFIED
Manjula Das,CIDGX8982K,238972851068,a9c88df0fc9752e4bb5d5053b4617c357fdcbdf5389816544126d30d7f73f5df,SBI21250734621,SBI,Chandigarh,Punjab,Consulting,92,CIRCULAR_FLOW,CIRCULAR_FLOW,True,VERIFIED
Nisha Murthy,FFSSV3395X,631424912677,a17dd09e8248ad4ee8286a485f4554fc6c70a0fb69a051b86bc8f03ded609852,SBI19585292875,SBI,Kanpur,Uttar Pradesh,Trading,85,CIRCULAR_FLOW,CIRCULAR_FLOW,True,VERIFIED
Kiran Dubey,SYFTV9369I,895289308987,527082b2f04ac930c120913c8853ad14b7684700b5acc6e0ed650817de834fd3,SBI21126525073,SBI,Chandigarh,Punjab,Logistics,79,FEEDS_HUB,MULE_FEEDER,True,VERIFIED
Meena Patel,GQQVN3450T,293687127561,96564edcb9f0ccb091014ad008e642711c8758cdb66fbc15c7cb3e65db3b41bf,SBI81001950990,SBI,Coimbatore,Tamil Nadu,Technology Services,79,FEEDS_HUB,MULE_FEEDER,True,VERIFIED
Girish Chaudhary,GNRZR8904F,715770375915,ffcc8950d21faa9f2d9fa216fb24207d604f96b1a69e0faa632d8454e05a4150,SBI64569683826,SBI,Patna,Bihar,Real Estate,82,FEEDS_HUB,MULE_FEEDER,True,VERIFIED
Krishnan Srivastava,IHTGO7618S,383487819371,0fc7ddeac3a62c414d7e6e229301c64210baae71a660eef464eddcba644a226c,SBI79030372115,SBI,Kolkata,West Bengal,Consulting,83,FEEDS_HUB,MULE_FEEDER,True,VERIFIED
Sachin Srivastava,ZSIWO7178S,948185731889,f293dcfa6297f4297a727f5cc7cfc8061e78aebc3d0dc5e737a9daf90d0f32f7,SBI73056968980,SBI,Ahmedabad,Gujarat,Trading,81,STRUCTURING,SMURFING,True,VERIFIED
Vikram Patil,LMVYF8490D,669934620648,af99953e17d3d0424c24586e8436e08d77cf291193cd16ca076d475cd73a256c,SBI38665054388,SBI,Bhopal,Madhya Pradesh,Consulting,85,STRUCTURING,SMURFING,True,VERIFIED
